
3 ; 12 ; 10 ; 28400 ; 55500
4 ; 12 ; 21 ; 8300 ; 28200
6 ; 48 ; 88 ; 9900 ; 60400
8 ; 144 ; 257 ; 13200 ; 132100
10 ; 288 ; 808 ; 14400 ; 396400
12 ; 1632 ; 4385 ; 19100 ; 2000500
14 ; 768 ; 3370 ; 19800 ; 1638600
16 ; 7392 ; 25193 ; 32400 ; 12426300
18 ; 3072 ; 23022 ; 143900 ; 16401100
20 ; 37248 ; 151489 ; 31400 ; 80413100
