
3 ; 12 ; 10 ; 43300 ; 92300
4 ; 12 ; 23 ; 8500 ; 47000
6 ; 48 ; 100 ; 7900 ; 114000
8 ; 144 ; 300 ; 8500 ; 628300
10 ; 288 ; 1194 ; 34300 ; 429000
12 ; 1632 ; 5006 ; 8600 ; 1176000
14 ; 768 ; 6244 ; 17900 ; 1417400
16 ; 7392 ; 42017 ; 21800 ; 8388900
18 ; 3072 ; 97842 ; 223200 ; 19740200
20 ; 37248 ; 360965 ; 7800 ; 40975200
