
3 ; 12 ; 10 ; 458200 ; 565400
4 ; 12 ; 23 ; 9900 ; 173500
6 ; 48 ; 111 ; 10000 ; 4656900
8 ; 144 ; 293 ; 15600 ; 309200
10 ; 288 ; 1168 ; 14300 ; 1142300
12 ; 1632 ; 5458 ; 19400 ; 7896200
14 ; 768 ; 5755 ; 50900 ; 5938900
16 ; 7392 ; 43447 ; 34700 ; 11773300
18 ; 3072 ; 88978 ; 9500 ; 20752600
20 ; 37248 ; 336362 ; 15000 ; 79768200
