3 ; 12 ; 10 ; 100400 ; 143600
4 ; 12 ; 20 ; 27300 ; 120600
6 ; 48 ; 99 ; 9000 ; 112900
8 ; 144 ; 333 ; 13300 ; 342800
10 ; 288 ; 1294 ; 22800 ; 1092000
12 ; 1632 ; 5339 ; 12100 ; 4710600
14 ; 768 ; 6690 ; 15100 ; 5136000
16 ; 7392 ; 45954 ; 14700 ; 38302300
18 ; 3072 ; 83177 ; 1036800 ; 67473100
20 ; 37248 ; 414601 ; 18200 ; 83070300
