
3 ; 12 ; 10 ; 83200 ; 203600
4 ; 12 ; 21 ; 28000 ; 115000
6 ; 48 ; 89 ; 28000 ; 403300
8 ; 144 ; 269 ; 33600 ; 768300
10 ; 288 ; 773 ; 53600 ; 2391100
12 ; 1632 ; 4292 ; 57400 ; 22605100
14 ; 768 ; 3344 ; 82700 ; 12872400
16 ; 7392 ; 25849 ; 92600 ; 82187400
18 ; 3072 ; 21119 ; 28700 ; 13283900
20 ; 37248 ; 158892 ; 30400 ; 86024000
