
3 ; 12 ; 10 ; 73700 ; 205100
4 ; 12 ; 23 ; 19700 ; 182700
6 ; 48 ; 100 ; 22800 ; 1276200
8 ; 144 ; 300 ; 18400 ; 787600
10 ; 288 ; 1194 ; 40600 ; 942800
12 ; 1632 ; 5006 ; 23000 ; 4069300
14 ; 768 ; 6244 ; 34500 ; 4045300
16 ; 7392 ; 42017 ; 15300 ; 21923300
18 ; 3072 ; 97842 ; 296900 ; 20260100
20 ; 37248 ; 360965 ; 10200 ; 72130100
