
3 ; 12 ; 10 ; 73700 ; 107100
4 ; 12 ; 21 ; 25600 ; 138700
6 ; 48 ; 90 ; 23000 ; 265100
8 ; 144 ; 262 ; 32000 ; 644100
10 ; 288 ; 832 ; 42300 ; 2393300
12 ; 1632 ; 4366 ; 53400 ; 11942600
14 ; 768 ; 3701 ; 62500 ; 11799000
16 ; 7392 ; 25808 ; 83200 ; 81677100
18 ; 3072 ; 19103 ; 1229200 ; 82608700
20 ; 37248 ; 166407 ; 105200 ; 454749800
