
3 ; 12 ; 10 ; 102200 ; 161400
4 ; 12 ; 23 ; 16900 ; 684400
6 ; 48 ; 104 ; 26800 ; 842500
8 ; 144 ; 319 ; 19400 ; 1626600
10 ; 288 ; 1071 ; 116600 ; 1334200
12 ; 1632 ; 5271 ; 55000 ; 6011000
14 ; 768 ; 5614 ; 18100 ; 7181200
16 ; 7392 ; 50003 ; 17600 ; 31939000
18 ; 3072 ; 113335 ; 138100 ; 27530600
20 ; 37248 ; 319581 ; 11700 ; 120090600
