
3 ; 12 ; 10 ; 19800 ; 61600
4 ; 12 ; 29 ; 5000 ; 37400
6 ; 48 ; 115 ; 6300 ; 61200
8 ; 144 ; 315 ; 5500 ; 149300
10 ; 288 ; 1238 ; 15700 ; 536800
12 ; 1632 ; 5336 ; 8300 ; 2248900
14 ; 768 ; 4653 ; 13300 ; 1789800
16 ; 7392 ; 43504 ; 11600 ; 16717200
18 ; 3072 ; 70667 ; 382300 ; 24238200
20 ; 37248 ; 372310 ; 14700 ; 125083200
