
3 ; 12 ; 10 ; 24500 ; 47000
4 ; 12 ; 25 ; 4200 ; 20200
6 ; 48 ; 114 ; 4800 ; 44700
8 ; 144 ; 393 ; 5400 ; 118200
10 ; 288 ; 1179 ; 6000 ; 324900
12 ; 1632 ; 4670 ; 9800 ; 1202800
14 ; 768 ; 5341 ; 7900 ; 1413900
16 ; 7392 ; 47070 ; 45600 ; 12105600
18 ; 3072 ; 92077 ; 13500 ; 25170500
20 ; 37248 ; 353397 ; 81400 ; 111306700
