
3 ; 12 ; 10 ; 112100 ; 187600
4 ; 12 ; 21 ; 26900 ; 252300
6 ; 48 ; 90 ; 36000 ; 699400
8 ; 144 ; 262 ; 55200 ; 1441600
10 ; 288 ; 832 ; 52400 ; 2681800
12 ; 1632 ; 4366 ; 110800 ; 13072100
14 ; 768 ; 3701 ; 46200 ; 6508500
16 ; 7392 ; 25808 ; 43900 ; 53907200
18 ; 3072 ; 19103 ; 516800 ; 35948500
20 ; 37248 ; 166407 ; 55600 ; 72821600
